query_id,query,claim_id,claim_text,evidence_ids,evidence_text,msa_M,msa_S,msa_A,support_label,citation_correct,annotator_notes
p10,How do dense and sparse retrieval methods compare in open-domain question answering?,p10_c28,"Some sources indicate that the choice between them should be informed by the specific context of the application, balancing the need for semantic understanding against computational efficiency.",uploaded:idx1,"the solution. Instead MRS is focused on simul-
taneously maintaining the challenge of machine
comprehension, which requires the deep under-
standing of text, while keeping the realistic con-
straint of searching over a large open resource. In this paper, we show how multiple existing
QA datasets can be used to evaluate MRS by re-
quiring an open-domain system to perform well on
all of them at once. We develop DrQA, a strong
system for question answering from Wikipedia
composed of: (1) Document Retriever, a mod-
ule using bigram hashing and TF-IDF matching
designed to, given a question, efﬁciently return
a subset of relevant articles and (2) Document
Reader, a multi-layer recurrent neural network
machine comprehension model trained to detect
answer spans in those few returned documents. Figure 1 gives an illustration of DrQA. Our experiments show that Document Retriever
outperforms the built-in Wikipedia search engine
and that Document Reader reaches state-of-the-
art results on the very competitive SQuAD bench-
mark (Rajpurkar et al., 2016). Finally, our full sys-
tem is evaluated using multiple benchmarks. In
particular, we show that performance is improved
across all datasets through the use of multitask
learning and distant supervision compared to sin-
gle task training. 2 Related Work
Open-domain QA was originally deﬁned as ﬁnd-
ing answers in collections of unstructured docu-
ments, following the setting of the annual TREC
competitions1. With the development of KBs,
many recent innovations have occurred in the con-
text of QA from KBs with the creation of re-
sources like WebQuestions (Berant et al., 2013)
and SimpleQuestions (Bordes et al., 2015) based
on the Freebase KB (Bollacker et al., 2008), or on
automatically extracted KBs, e.g., OpenIE triples
and NELL (Fader et al., 2014). However, KBs
have inherent limitations (incompleteness, ﬁxed
schemas) that motivated researchers to return to
the original setting of answering from raw text. A second motivation to cast a fresh look at
this problem is that of machine comprehension of
text, i.e., answering questions after reading a short
text or story. That subﬁeld has made consider-
able progress recently thanks to new deep learning
architectures like attention-based and memory-
1http://trec.nist.gov/data/qamain.htmlaugmented neural networks (Bahdanau et al.,
2015; Weston et al., 2015; Graves et al., 2014) and
release of new training and evaluation datasets like
QuizBowl (Iyyer et al., 2014), CNN/Daily Mail
based on news articles (Hermann et al., 2015),
CBT based on children books (Hill et al., 2016), or
SQuAD (Rajpurkar et al., 2016) and WikiReading
(Hewlett et al., 2016), both based on Wikipedia. An objective of this paper is to test how such
new methods can perform in an open-domain QA
framework. QA using Wikipedia as a resource has been ex-
plored previously. Ryu et al. (2014) perform open-
domain QA using a Wikipedia-based knowledge
model. They combine article content with multi-
ple other answer matching modules based on dif-
ferent types of semi-structured knowledge such
as infoboxes, article structure, category structure,
and deﬁnitions. Similarly, Ahn et al. (2004) also
combine Wikipedia as a text resource with other
resources, in this case with information retrieval
over other documents. Buscaldi and Rosso (2006)
also mine knowledge from Wikipedia for QA. In-
stead of using it as a resource for seeking answers
to questions, they focus on validating answers re-
turned by their QA system, and use Wikipedia
categories for determining a set of patterns that
should ﬁt with the expected answer. In our work,
we consider the comprehension of text only, and
use Wikipedia text documents as the sole resource
in order to emphasize the task of machine reading
at scale, as described in the introduction.

There are a number of highly developed full
pipeline QA approaches using either the Web, as
does QuASE (Sun et al., 2015), or Wikipedia as a
resource, as do Microsoft’s AskMSR (Brill et al.,
2002), IBM’s DeepQA (Ferrucci et al., 2010) and
YodaQA (Baudi ˇs, 2015; Baudi ˇs and ˇSediv `y, 2015)
— the latter of which is open source and hence
reproducible for comparison purposes. AskMSR
is a search-engine based QA system that relies
on “data redundancy rather than sophisticated lin-
guistic analyses of either questions or candidate
answers”, i.e., it does not focus on machine com-
prehension, as we do. DeepQA is a very sophisti-
cated system that relies on both unstructured infor-
mation including text documents as well as struc-
tured data such as KBs, databases and ontologies
to generate candidate answers or vote over evi-
dence. YodaQA is an open source system mod-
eled after DeepQA, similarly combining websites,",0.1,0.0,1.0,unsupported,,
p11,What is contrastive learning and how is it used in sentence embedding models?,p11_c1,"Reportedly, **Answer**: ""Contrastive learning is one such technique to learn an embedding space such that similar data sample pairs have close representations while dissimilar samples stay far apart from each other"" .",semanticscholar:fc2f16d2f1b0552524bd533de54779da9c9cab66,"Current NLP models heavily rely on effective representation learning algorithms. Contrastive learning is one such technique to learn an embedding space such that similar data sample pairs have close representations while dissimilar samples stay far apart from each other. It can be used in supervised or unsupervised settings using different loss functions to produce task-specific or general-purpose representations. While it has originally enabled the success for vision tasks, recent years have seen a growing number of publications in contrastive NLP. This first line of works not only delivers promising performance improvements in various NLP tasks, but also provides desired characteristics such as task-agnostic sentence representation, faithful text generation, data-efficient learning in zero-shot and few-shot settings, interpretability and explainability. In this tutorial, we aim to provide a gentle introduction to the fundamentals of contrastive learning approaches and the theory behind them. We then survey the benefits and the best practices of contrastive learning for various downstream NLP applications including Text Classification, Question Answering, Summarization, Text Generation, Interpretability and Explainability, Commonsense Knowledge and Reasoning, Vision-and-Language.This tutorial intends to help researchers in the NLP and computational linguistics community to understand this emerging topic and promote future research directions of using contrastive learning for NLP applications.",0.95,0.0,1.0,supported,,
p11,What is contrastive learning and how is it used in sentence embedding models?,p11_c2,It is suggested that **Source**: Contrastive Data and Learning for Natural Language Processing.,semanticscholar:fc2f16d2f1b0552524bd533de54779da9c9cab66,"Current NLP models heavily rely on effective representation learning algorithms. Contrastive learning is one such technique to learn an embedding space such that similar data sample pairs have close representations while dissimilar samples stay far apart from each other. It can be used in supervised or unsupervised settings using different loss functions to produce task-specific or general-purpose representations. While it has originally enabled the success for vision tasks, recent years have seen a growing number of publications in contrastive NLP. This first line of works not only delivers promising performance improvements in various NLP tasks, but also provides desired characteristics such as task-agnostic sentence representation, faithful text generation, data-efficient learning in zero-shot and few-shot settings, interpretability and explainability. In this tutorial, we aim to provide a gentle introduction to the fundamentals of contrastive learning approaches and the theory behind them. We then survey the benefits and the best practices of contrastive learning for various downstream NLP applications including Text Classification, Question Answering, Summarization, Text Generation, Interpretability and Explainability, Commonsense Knowledge and Reasoning, Vision-and-Language.This tutorial intends to help researchers in the NLP and computational linguistics community to understand this emerging topic and promote future research directions of using contrastive learning for NLP applications.",0.1,0.0,1.0,unsupported,,
p11,What is contrastive learning and how is it used in sentence embedding models?,p11_c3,"According to the retrieved evidence, **Context**: In the context of sentence embedding models, contrastive learning helps improve the quality of learned representations, which is crucial for various downstream NLP tasks.",semanticscholar:20fdae9ab2d46c67efbe4baebe67d9f783c1f625,"Sentence representation learning is a crucial task in natural language processing, as the quality of learned representations directly influences downstream tasks, such as sentence classification and sentiment analysis. Transformer-based pretrained language models such as bidirectional encoder representations from transformers (BERT) have been extensively applied to various natural language processing tasks, and have exhibited moderately good performance. However, the anisotropy of the learned embedding space prevents BERT sentence embeddings from achieving good results in the semantic textual similarity tasks. It has been shown that contrastive learning can alleviate the anisotropy problem and significantly improve sentence representation performance. Therefore, there has been a surge in the development of models that utilize contrastive learning to fine-tune BERT-like pretrained language models to learn sentence representations. But no systematic review of contrastive learning models for sentence representations has been conducted. To fill this gap, this article summarizes and categorizes the contrastive learning based sentence representation models, common evaluation tasks for assessing the quality of learned representations, and future research directions. Furthermore, we select several representative models for exhaustive experiments to illustrate the quantitative improvement of various strategies on sentence representations.",0.85,0.0,1.0,supported,,
p12,How does CLIP learn joint image-text representations?,p12_c1,"Reportedly, ## Joint Image-Text Representations in CLIP CLIP (Contrastive Language-Image Pretraining) learns joint image-text representations by maximizing the mutual information between visual and textual modalities through a contrastive learning framework, utilizing large-scale datasets of image-caption pairs .",semanticscholar:086fedc6a61934432d7ea998dd682593ec8419e7,"Contrastive Language-Image Pretraining (CLIP) models maximize the mutual information between text and visual modalities to learn representations. This makes the nature of the training data a significant factor in the efficacy of CLIP for downstream tasks. However, the lack of compositional diversity in contemporary image-text datasets limits the compositional reasoning ability of CLIP. We show that generating ``hard'' negative captions via in-context learning and synthesizing corresponding negative images with text-to-image generators offers a solution. We introduce a novel contrastive pre-training strategy that leverages these hard negative captions and images in an alternating fashion to train CLIP. We demonstrate that our method, named TripletCLIP, when applied to existing datasets such as CC3M and CC12M, enhances the compositional capabilities of CLIP, resulting in an absolute improvement of over 9% on the SugarCrepe benchmark on an equal computational budget, as well as improvements in zero-shot image classification and image retrieval. Our code, models, and data are available at: https://tripletclip.github.io",0.15,0.0,1.0,supported,,
p12,How does CLIP learn joint image-text representations?,p12_c2,"### Mechanism of Learning The core mechanism of CLIP involves **contrastive learning**, where the model aligns paired image and text embeddings while simultaneously pushing apart unpaired embeddings.",semanticscholar:b859990b1488798f753b923078731036349582f7,"By aligning paired image and caption embeddings as input, contrastive vision-language representation learning has witnessed significant advances as illustrated by CLIP, allowing visual encoders to learn from textual supervision and vice versa. Benefiting from millions of image-caption pairs collected from the Internet, CLIP-like models show competitive performances against fully supervised baselines. However, the learned visual representations are still undermined due to the binary constraint, as most contrastive learning frameworks follow strict one-to-one corre-spondence for the input pairs of data and optimize the models using the InfoNCE loss function. The embeddings of the paired image-text are aligned while the unpaired image-text are pushed away from each other. In fact, there are natu-rally many “false negatives” among these negative pairs since unpaired data can also have a high similarity. In this work, we aim to overcome the impact offalse negatives in vision-language representation learning by introducing soft targets for estimating the similarity between unpaired images and texts using external semantic knowledge structured in the form of graphs. The interest of such a method is demonstrated in the application context of medical imaging.",0.85,0.0,1.0,supported,,
p12,How does CLIP learn joint image-text representations?,p12_c3,"According to the retrieved evidence, this is achieved using the **InfoNCE loss function**, which optimizes the model to ensure that the similarity between matched image-text pairs is maximized, while the similarity between mismatched pairs is minimized .",semanticscholar:b859990b1488798f753b923078731036349582f7,"By aligning paired image and caption embeddings as input, contrastive vision-language representation learning has witnessed significant advances as illustrated by CLIP, allowing visual encoders to learn from textual supervision and vice versa. Benefiting from millions of image-caption pairs collected from the Internet, CLIP-like models show competitive performances against fully supervised baselines. However, the learned visual representations are still undermined due to the binary constraint, as most contrastive learning frameworks follow strict one-to-one corre-spondence for the input pairs of data and optimize the models using the InfoNCE loss function. The embeddings of the paired image-text are aligned while the unpaired image-text are pushed away from each other. In fact, there are natu-rally many “false negatives” among these negative pairs since unpaired data can also have a high similarity. In this work, we aim to overcome the impact offalse negatives in vision-language representation learning by introducing soft targets for estimating the similarity between unpaired images and texts using external semantic knowledge structured in the form of graphs. The interest of such a method is demonstrated in the application context of medical imaging.",0.85,0.0,1.0,supported,,
p12,How does CLIP learn joint image-text representations?,p12_c4,"By training on millions of image-caption pairs sourced from the internet, CLIP effectively learns to represent visual concepts in a way that is semantically aligned with corresponding textual descriptions.",semanticscholar:b859990b1488798f753b923078731036349582f7,"By aligning paired image and caption embeddings as input, contrastive vision-language representation learning has witnessed significant advances as illustrated by CLIP, allowing visual encoders to learn from textual supervision and vice versa. Benefiting from millions of image-caption pairs collected from the Internet, CLIP-like models show competitive performances against fully supervised baselines. However, the learned visual representations are still undermined due to the binary constraint, as most contrastive learning frameworks follow strict one-to-one corre-spondence for the input pairs of data and optimize the models using the InfoNCE loss function. The embeddings of the paired image-text are aligned while the unpaired image-text are pushed away from each other. In fact, there are natu-rally many “false negatives” among these negative pairs since unpaired data can also have a high similarity. In this work, we aim to overcome the impact offalse negatives in vision-language representation learning by introducing soft targets for estimating the similarity between unpaired images and texts using external semantic knowledge structured in the form of graphs. The interest of such a method is demonstrated in the application context of medical imaging.",0.15,0.0,1.0,supported,,
p12,How does CLIP learn joint image-text representations?,p12_c5,"Reportedly, this training process allows the model to generalize well to various downstream tasks, such as zero-shot image classification and image retrieval, without requiring extensive fine-tuning .",semanticscholar:b859990b1488798f753b923078731036349582f7,"By aligning paired image and caption embeddings as input, contrastive vision-language representation learning has witnessed significant advances as illustrated by CLIP, allowing visual encoders to learn from textual supervision and vice versa. Benefiting from millions of image-caption pairs collected from the Internet, CLIP-like models show competitive performances against fully supervised baselines. However, the learned visual representations are still undermined due to the binary constraint, as most contrastive learning frameworks follow strict one-to-one corre-spondence for the input pairs of data and optimize the models using the InfoNCE loss function. The embeddings of the paired image-text are aligned while the unpaired image-text are pushed away from each other. In fact, there are natu-rally many “false negatives” among these negative pairs since unpaired data can also have a high similarity. In this work, we aim to overcome the impact offalse negatives in vision-language representation learning by introducing soft targets for estimating the similarity between unpaired images and texts using external semantic knowledge structured in the form of graphs. The interest of such a method is demonstrated in the application context of medical imaging.",0.1,0.0,1.0,unsupported,,
p12,How does CLIP learn joint image-text representations?,p12_c6,"It is suggested that Moreover, the training data's quality and diversity significantly influence CLIP's performance.",elsevier:record.uri?partnerID=HzOxMe3b&scp=852098,"This work tackles the persistent challenge of image-text retrieval, a key problem at the intersection of computer vision and natural language processing. Despite significant advancements facilitated by large-scale Contrastive Language-Image Pretraining (CLIP) models, we found that existing methods fall short in bridging the fine-grained semantic gap between visual and textual representations. To address the above pitfalls, we propose a model called Local and Generative-driven Modality Gap Correction (LG-MGC), which devotes to simultaneously enhancing representation learning and alleviating the modality gap in cross-modal retrieval. The proposed model consists of two main components: a local-driven semantic completion module, which complements specific local context information that is overlooked by traditional models within global features, and a generative-driven semantic translation module, which leverages generated features as a bridge to mitigate modality gap. Our model not only tackles the granularity of semantic correspondence and improves the performance of existing methods without requiring additional trainable parameters, but is also designed to be plug-and-play, allowing for easy integration into existing retrieval models without altering their architectures. Extensive experiments demonstrate the effectiveness of LG-MGC by achieving consistent state-of-the-art performance over strong baselines.",0.1,0.0,1.0,unsupported,,
p12,How does CLIP learn joint image-text representations?,p12_c7,"According to the retrieved evidence, recent advancements, such as the introduction of **hard negative captions** and corresponding synthetic images, have been shown to enhance the model's compositional reasoning capabilities.",semanticscholar:086fedc6a61934432d7ea998dd682593ec8419e7,"Contrastive Language-Image Pretraining (CLIP) models maximize the mutual information between text and visual modalities to learn representations. This makes the nature of the training data a significant factor in the efficacy of CLIP for downstream tasks. However, the lack of compositional diversity in contemporary image-text datasets limits the compositional reasoning ability of CLIP. We show that generating ``hard'' negative captions via in-context learning and synthesizing corresponding negative images with text-to-image generators offers a solution. We introduce a novel contrastive pre-training strategy that leverages these hard negative captions and images in an alternating fashion to train CLIP. We demonstrate that our method, named TripletCLIP, when applied to existing datasets such as CC3M and CC12M, enhances the compositional capabilities of CLIP, resulting in an absolute improvement of over 9% on the SugarCrepe benchmark on an equal computational budget, as well as improvements in zero-shot image classification and image retrieval. Our code, models, and data are available at: https://tripletclip.github.io",0.85,0.0,1.0,supported,,
p12,How does CLIP learn joint image-text representations?,p12_c8,"Some sources indicate that this approach, termed **TripletCLIP**, leverages these hard negatives to improve the model's understanding of complex relationships between images and text, resulting in substantial performance gains on benchmarks like SugarCrepe .",semanticscholar:086fedc6a61934432d7ea998dd682593ec8419e7,"Contrastive Language-Image Pretraining (CLIP) models maximize the mutual information between text and visual modalities to learn representations. This makes the nature of the training data a significant factor in the efficacy of CLIP for downstream tasks. However, the lack of compositional diversity in contemporary image-text datasets limits the compositional reasoning ability of CLIP. We show that generating ``hard'' negative captions via in-context learning and synthesizing corresponding negative images with text-to-image generators offers a solution. We introduce a novel contrastive pre-training strategy that leverages these hard negative captions and images in an alternating fashion to train CLIP. We demonstrate that our method, named TripletCLIP, when applied to existing datasets such as CC3M and CC12M, enhances the compositional capabilities of CLIP, resulting in an absolute improvement of over 9% on the SugarCrepe benchmark on an equal computational budget, as well as improvements in zero-shot image classification and image retrieval. Our code, models, and data are available at: https://tripletclip.github.io",0.85,0.0,1.0,unsupported,,
p12,How does CLIP learn joint image-text representations?,p12_c9,"Reportedly, ### Supporting Details - **Contrastive Learning Framework**: CLIP employs a binary constraint where paired image-text embeddings are aligned, while unpaired embeddings are pushed apart.",semanticscholar:086fedc6a61934432d7ea998dd682593ec8419e7,"Contrastive Language-Image Pretraining (CLIP) models maximize the mutual information between text and visual modalities to learn representations. This makes the nature of the training data a significant factor in the efficacy of CLIP for downstream tasks. However, the lack of compositional diversity in contemporary image-text datasets limits the compositional reasoning ability of CLIP. We show that generating ``hard'' negative captions via in-context learning and synthesizing corresponding negative images with text-to-image generators offers a solution. We introduce a novel contrastive pre-training strategy that leverages these hard negative captions and images in an alternating fashion to train CLIP. We demonstrate that our method, named TripletCLIP, when applied to existing datasets such as CC3M and CC12M, enhances the compositional capabilities of CLIP, resulting in an absolute improvement of over 9% on the SugarCrepe benchmark on an equal computational budget, as well as improvements in zero-shot image classification and image retrieval. Our code, models, and data are available at: https://tripletclip.github.io",0.1,0.0,1.0,unsupported,,
p12,How does CLIP learn joint image-text representations?,p12_c10,It is suggested that this strict one-to-one correspondence is crucial for effective learning .,semanticscholar:b859990b1488798f753b923078731036349582f7,"By aligning paired image and caption embeddings as input, contrastive vision-language representation learning has witnessed significant advances as illustrated by CLIP, allowing visual encoders to learn from textual supervision and vice versa. Benefiting from millions of image-caption pairs collected from the Internet, CLIP-like models show competitive performances against fully supervised baselines. However, the learned visual representations are still undermined due to the binary constraint, as most contrastive learning frameworks follow strict one-to-one corre-spondence for the input pairs of data and optimize the models using the InfoNCE loss function. The embeddings of the paired image-text are aligned while the unpaired image-text are pushed away from each other. In fact, there are natu-rally many “false negatives” among these negative pairs since unpaired data can also have a high similarity. In this work, we aim to overcome the impact offalse negatives in vision-language representation learning by introducing soft targets for estimating the similarity between unpaired images and texts using external semantic knowledge structured in the form of graphs. The interest of such a method is demonstrated in the application context of medical imaging.",0.1,0.0,0.5,supported,,
p12,How does CLIP learn joint image-text representations?,p12_c11,"According to the retrieved evidence, - **Data Quality**: The performance of CLIP is heavily reliant on the quality of the training data.",semanticscholar:b859990b1488798f753b923078731036349582f7,"By aligning paired image and caption embeddings as input, contrastive vision-language representation learning has witnessed significant advances as illustrated by CLIP, allowing visual encoders to learn from textual supervision and vice versa. Benefiting from millions of image-caption pairs collected from the Internet, CLIP-like models show competitive performances against fully supervised baselines. However, the learned visual representations are still undermined due to the binary constraint, as most contrastive learning frameworks follow strict one-to-one corre-spondence for the input pairs of data and optimize the models using the InfoNCE loss function. The embeddings of the paired image-text are aligned while the unpaired image-text are pushed away from each other. In fact, there are natu-rally many “false negatives” among these negative pairs since unpaired data can also have a high similarity. In this work, we aim to overcome the impact offalse negatives in vision-language representation learning by introducing soft targets for estimating the similarity between unpaired images and texts using external semantic knowledge structured in the form of graphs. The interest of such a method is demonstrated in the application context of medical imaging.",0.1,0.0,1.0,supported,,
p12,How does CLIP learn joint image-text representations?,p12_c12,"Some sources indicate that techniques like those used in **HQ-CLIP** refine the dataset by generating additional textual annotations, which further enhance the model's learning process .",arxiv:2507.22431v1,"Large-scale but noisy image-text pair data have paved the way for the success of Contrastive Language-Image Pretraining (CLIP). As the foundation vision encoder, CLIP in turn serves as the cornerstone for most large vision-language models (LVLMs). This interdependence naturally raises an interesting question: Can we reciprocally leverage LVLMs to enhance the quality of image-text pair data, thereby opening the possibility of a self-reinforcing cycle for continuous improvement? In this work, we take a significant step toward this vision by introducing an LVLM-driven data refinement pipeline. Our framework leverages LVLMs to process images and their raw alt-text, generating four complementary textual formulas: long positive descriptions, long negative descriptions, short positive tags, and short negative tags. Applying this pipeline to the curated DFN-Large dataset yields VLM-150M, a refined dataset enriched with multi-grained annotations. Based on this dataset, we further propose a training paradigm that extends conventional contrastive learning by incorporating negative descriptions and short tags as additional supervised signals. The resulting model, namely HQ-CLIP, demonstrates remarkable improvements across diverse benchmarks. Within a comparable training data scale, our approach achieves state-of-the-art performance in zero-shot classification, cross-modal retrieval, and fine-grained visual understanding tasks. In retrieval benchmarks, HQ-CLIP even surpasses standard CLIP models trained on the DFN-2B dataset, which contains 10$\times$ more training data than ours. All code, data, and models are available at https://zxwei.site/hqclip.",0.15,0.0,1.0,unsupported,,
p12,How does CLIP learn joint image-text representations?,p12_c13,"Reportedly, - **Applications**: CLIP's architecture allows it to be applied across various tasks, including 3D scene understanding and medical imaging, demonstrating its versatility in learning joint representations .",arxiv:2507.22431v1 | semanticscholar:8832a00e1ae2e74f9736046369e19e3d34ccae48,"Large-scale but noisy image-text pair data have paved the way for the success of Contrastive Language-Image Pretraining (CLIP). As the foundation vision encoder, CLIP in turn serves as the cornerstone for most large vision-language models (LVLMs). This interdependence naturally raises an interesting question: Can we reciprocally leverage LVLMs to enhance the quality of image-text pair data, thereby opening the possibility of a self-reinforcing cycle for continuous improvement? In this work, we take a significant step toward this vision by introducing an LVLM-driven data refinement pipeline. Our framework leverages LVLMs to process images and their raw alt-text, generating four complementary textual formulas: long positive descriptions, long negative descriptions, short positive tags, and short negative tags. Applying this pipeline to the curated DFN-Large dataset yields VLM-150M, a refined dataset enriched with multi-grained annotations. Based on this dataset, we further propose a training paradigm that extends conventional contrastive learning by incorporating negative descriptions and short tags as additional supervised signals. The resulting model, namely HQ-CLIP, demonstrates remarkable improvements across diverse benchmarks. Within a comparable training data scale, our approach achieves state-of-the-art performance in zero-shot classification, cross-modal retrieval, and fine-grained visual understanding tasks. In retrieval benchmarks, HQ-CLIP even surpasses standard CLIP models trained on the DFN-2B dataset, which contains 10$\times$ more training data than ours. All code, data, and models are available at https://zxwei.site/hqclip. Training models to apply common-sense linguistic knowledge and visual concepts from 2D images to 3D scene understanding is a promising direction that researchers have only recently started to explore. However, it still remains understudied whether 2D distilled knowledge can provide useful representations for downstream 3D vision-language tasks such as 3D question answering. In this paper, we propose a novel 3D pre-training Vision-Language method, namely Multi-CLIP, that enables a model to learn language-grounded and transferable 3D scene point cloud representations. We leverage the representational power of the CLIP model by maximizing the agreement between the encoded 3D scene features and the corresponding 2D multi-view image and text embeddings in the CLIP space via a contrastive objective. To validate our approach, we consider the challenging downstream tasks of 3D Visual Question Answering (3D-VQA) and 3D Situated Question Answering (3D-SQA). To this end, we develop novel multi-modal transformer-based architectures and we demonstrate how our pre-training method can benefit their performance. Quantitative and qualitative experimental results show that Multi-CLIP outperforms state-of-the-art works across the downstream tasks of 3D-VQA and 3D-SQA and leads to a well-structured 3D scene feature space.",0.1,0.0,1.0,unsupported,,
p12,How does CLIP learn joint image-text representations?,p12_c14,"It is suggested that ### Nuances and Caveats While CLIP has shown remarkable capabilities, challenges remain, particularly regarding the handling of **false negatives** in the training data.",semanticscholar:417659f8cdf4ecd5244bdc688b05532c409647b7,"The Visual Language Model, known for its robust cross-modal capabilities, has been extensively applied in various computer vision tasks. In this paper, we explore the use of CLIP (Contrastive Language-Image Pretraining), a vision-language model pretrained on large-scale image-text pairs to align visual and textual features, for acquiring fine-grained and domain-invariant representations in generalizable person re-identification. The adaptation of CLIP to the task presents two primary challenges: learning more fine-grained features to enhance discriminative ability, and learning more domain-invariant features to improve the model’s generalization capabilities. To mitigate the first challenge thereby enhance the ability to learn fine-grained features, a three-stage strategy is proposed to boost the accuracy of text descriptions. Initially, the image encoder is trained to effectively adapt to person re-identification tasks. In the second stage, the features extracted by the image encoder are used to generate textual descriptions (i.e., prompts) for each image. Finally, the text encoder with the learned prompts is employed to guide the training of the final image encoder. To enhance the model’s generalization capabilities to unseen domains, a bidirectional guiding method is introduced to learn domain-invariant image features. Specifically, domain-invariant and domain-relevant prompts are generated, and both positive (i.e., pulling together image features and domain-invariant prompts) and negative (i.e., pushing apart image features and domain-relevant prompts) views are used to train the image encoder. Collectively, these strategies contribute to the development of an innovative CLIP-based framework for learning fine-grained generalized features in person re-identification. The effectiveness of the proposed method is validated through a comprehensive series of experiments conducted on multiple benchmarks. Our code is available at https://github.com/Qi5Lei/CLIP-FGDI.",0.1,0.0,1.0,unsupported,,
p12,How does CLIP learn joint image-text representations?,p12_c15,"According to the retrieved evidence, the reliance on binary constraints can lead to suboptimal learning when unpaired data exhibit high similarity to paired data.",semanticscholar:b859990b1488798f753b923078731036349582f7,"By aligning paired image and caption embeddings as input, contrastive vision-language representation learning has witnessed significant advances as illustrated by CLIP, allowing visual encoders to learn from textual supervision and vice versa. Benefiting from millions of image-caption pairs collected from the Internet, CLIP-like models show competitive performances against fully supervised baselines. However, the learned visual representations are still undermined due to the binary constraint, as most contrastive learning frameworks follow strict one-to-one corre-spondence for the input pairs of data and optimize the models using the InfoNCE loss function. The embeddings of the paired image-text are aligned while the unpaired image-text are pushed away from each other. In fact, there are natu-rally many “false negatives” among these negative pairs since unpaired data can also have a high similarity. In this work, we aim to overcome the impact offalse negatives in vision-language representation learning by introducing soft targets for estimating the similarity between unpaired images and texts using external semantic knowledge structured in the form of graphs. The interest of such a method is demonstrated in the application context of medical imaging.",0.15,0.0,1.0,supported,,
p12,How does CLIP learn joint image-text representations?,p12_c16,Some sources indicate that recent approaches aim to address these limitations by introducing soft targets and leveraging external semantic knowledge to improve representation learning .,semanticscholar:b859990b1488798f753b923078731036349582f7,"By aligning paired image and caption embeddings as input, contrastive vision-language representation learning has witnessed significant advances as illustrated by CLIP, allowing visual encoders to learn from textual supervision and vice versa. Benefiting from millions of image-caption pairs collected from the Internet, CLIP-like models show competitive performances against fully supervised baselines. However, the learned visual representations are still undermined due to the binary constraint, as most contrastive learning frameworks follow strict one-to-one corre-spondence for the input pairs of data and optimize the models using the InfoNCE loss function. The embeddings of the paired image-text are aligned while the unpaired image-text are pushed away from each other. In fact, there are natu-rally many “false negatives” among these negative pairs since unpaired data can also have a high similarity. In this work, we aim to overcome the impact offalse negatives in vision-language representation learning by introducing soft targets for estimating the similarity between unpaired images and texts using external semantic knowledge structured in the form of graphs. The interest of such a method is demonstrated in the application context of medical imaging.",0.1,0.0,1.0,unsupported,,
p12,How does CLIP learn joint image-text representations?,p12_c17,"Reportedly, Additionally, the computational demands of training CLIP from scratch on noisy datasets can be significant, prompting the exploration of more efficient training paradigms .",semanticscholar:b859990b1488798f753b923078731036349582f7,"By aligning paired image and caption embeddings as input, contrastive vision-language representation learning has witnessed significant advances as illustrated by CLIP, allowing visual encoders to learn from textual supervision and vice versa. Benefiting from millions of image-caption pairs collected from the Internet, CLIP-like models show competitive performances against fully supervised baselines. However, the learned visual representations are still undermined due to the binary constraint, as most contrastive learning frameworks follow strict one-to-one corre-spondence for the input pairs of data and optimize the models using the InfoNCE loss function. The embeddings of the paired image-text are aligned while the unpaired image-text are pushed away from each other. In fact, there are natu-rally many “false negatives” among these negative pairs since unpaired data can also have a high similarity. In this work, we aim to overcome the impact offalse negatives in vision-language representation learning by introducing soft targets for estimating the similarity between unpaired images and texts using external semantic knowledge structured in the form of graphs. The interest of such a method is demonstrated in the application context of medical imaging.",0.1,0.0,1.0,unsupported,,
p13,What makes mixture-of-experts models efficient at scale?,p13_c1,"Reportedly, ## Efficiency of Mixture-of-Experts Models at Scale Mixture-of-Experts (MoE) models achieve efficiency at scale primarily through **conditional computation**, which allows them to utilize a subset of their parameters during inference, significantly reducing computational costs compared to dense models .",semanticscholar:175b52728d7924a625e6ec99a63343128b3c03d0,"The Mixture of Experts (MoE) framework has become a popular architecture for large language models due to its superior performance over dense models. However, training MoEs from scratch in a large-scale regime is prohibitively expensive. Existing methods mitigate this by pre-training multiple dense expert models independently and using them to initialize an MoE. This is done by using experts' feed-forward network (FFN) to initialize the MoE's experts while merging other parameters. However, this method limits the reuse of dense model parameters to only the FFN layers, thereby constraining the advantages when""upcycling""these models into MoEs. We propose BAM (Branch-Attend-Mix), a simple yet effective method that addresses this shortcoming. BAM makes full use of specialized dense models by not only using their FFN to initialize the MoE layers but also leveraging experts' attention parameters fully by initializing them into a soft-variant of Mixture of Attention (MoA) layers. We explore two methods for upcycling attention parameters: 1) initializing separate attention experts from dense models including all attention parameters for the best model performance; and 2) sharing key and value parameters across all experts to facilitate for better inference efficiency. To further improve efficiency, we adopt a parallel attention transformer architecture to MoEs, which allows the attention experts and FFN experts to be computed concurrently. Our experiments on seed models ranging from 590 million to 2 billion parameters demonstrate that BAM surpasses baselines in both perplexity and downstream task performance, within the same computational and data constraints.",0.15,0.0,1.0,unsupported,,
